Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
758192,359590,398602,43.7,42873,586580,103698,22757,1311,24711,29937,10875,29513,542778,86809,194200,161890,146611,42909,129444,19711,59513,374584,349772,24812,61409,30521,73002,20505,0.4778,42.9,349825,2187,21862,16917,49942,14340,30192,27897,46172,26269,12738,8081,1370,"Congressional District 21 (114th Congress), Florida",12,21,FL,FL-21-2016,60.4,38.9,58.6,39.1
730302,360301,370001,46.1,44860,581635,83628,17016,1114,40508,25913,8218,20188,521109,93156,189954,121909,122611,57917,136339,19444,58926,383582,359243,24339,56090,30482,96487,23518,0.5245,42.4,360736,1900,29415,13950,44516,16092,33796,24586,42779,36020,11177,7447,1322,"Congressional District 22 (114th Congress), Florida",12,22,FL,FL-22-2016,56.3,43.0,56.8,41.0
734951,359079,375872,41.7,26173,554927,86316,29234,1403,64792,38616,15234,13792,423172,124095,284322,146232,122363,49491,128869,19672,60873,404077,380924,23153,56643,28037,87091,23753,0.5408,42.7,381506,2967,22532,17708,47376,21291,35960,30995,42748,34996,12561,9439,1324,"Congressional District 23 (114th Congress), Florida",12,23,FL,FL-23-2016,61.4,38.0,61.9,35.8
745862,356253,389609,36.5,15699,279976,411387,14347,576,66535,33578,21207,7185,415946,132973,304032,166494,79984,107228,69731,16118,30850,368663,334247,34416,38016,21103,176502,6498,0.5169,39.4,335131,1189,20111,12541,41564,26469,21323,23894,46743,37093,16697,7904,1068,"Congressional District 24 (114th Congress), Florida",12,24,FL,FL-24-2016,85.7,13.9,82.9,15.4
765164,373764,391400,40.7,23293,666788,47655,16048,1949,284627,27967,20417,44816,345230,175422,397723,165125,122462,106542,94415,16330,39094,370953,350717,20236,50118,21851,141638,9320,0.4754,41.7,352089,9497,31866,22759,43877,27930,21737,17432,41258,28134,10103,7074,1244,"Congressional District 25 (114th Congress), Florida",12,25,FL,FL-25-2016,44.9,54.5,47.9,49.7
776959,380802,396157,39.8,22442,661991,80138,13692,411,311430,34737,13252,31754,382079,149455,369247,161636,116895,89366,98584,15859,36286,391739,371206,20533,52112,23927,117865,9110,0.4492,41.9,372266,6912,26688,13676,50910,25154,29116,30959,49264,33424,15026,7126,1306,"Congressional District 26 (114th Congress), Florida",12,26,FL,FL-26-2016,55.4,43.9,56.8,40.5
751091,364674,386417,41.1,13739,647066,65012,12286,699,319878,28830,15976,21627,314449,200376,414513,150918,103102,110741,98264,15386,41515,376883,354035,22848,42237,21057,143378,17223,0.5730,41.6,356124,2568,36108,13856,36424,25672,25555,26303,42997,35380,10892,7109,1107,"Congressional District 27 (114th Congress), Florida",12,27,FL,FL-27-2016,53.0,46.3,58.5,38.9
724348,359314,365034,35.7,65771,459698,213001,14818,4126,1054,11998,588,20529,672683,23375,36853,170796,127517,60279,72119,12669,26626,330203,304581,25622,45796,24565,134365,7193,0.4632,38.1,305821,3549,20333,30725,41287,20914,14152,27174,39779,31371,18822,3751,925,"Congressional District 1 (114th Congress), Georgia",13,01,GA,GA-01-2016,43.0,55.9,40.9,56.4
683888,333594,350294,36.2,50020,289007,359884,6981,1413,698,6018,1017,19614,652792,13160,22933,164724,94227,80967,48044,10766,18679,282631,251600,31031,35347,19733,178990,5005,0.5019,39.4,254595,7366,14619,30233,29036,11230,17292,26810,36757,18951,18975,2950,700,"Congressional District 2 (114th Congress), Georgia",13,02,GA,GA-02-2016,58.6,40.8,55.0,43.3
723259,354737,368522,37.8,53418,507685,174576,11742,1219,1369,7339,1231,15857,676192,21347,36832,173302,137653,61537,79902,11912,28840,339198,312699,26499,52584,26030,105843,9640,0.4638,40.6,313658,2694,17990,43113,32958,26846,15686,34330,32010,23482,15830,8184,878,"Congressional District 3 (114th Congress), Georgia",13,03,GA,GA-03-2016,33.0,65.9,32.8,64.3
746519,351869,394650,35.5,41505,228597,443473,36149,857,2325,6846,1747,41662,610720,64148,124238,192376,106615,63875,93183,14068,38353,386858,352546,34312,50668,26387,134374,8053,0.4321,40.6,352712,498,22630,30969,43663,28433,19829,34886,43323,28057,19988,11033,977,"Congressional District 4 (114th Congress), Georgia",13,04,GA,GA-04-2016,73.6,25.6,75.3,22.2
736978,349779,387199,33.7,33584,245099,425941,33735,3059,1664,4069,921,30323,665662,40408,63715,145520,72599,61597,114378,15835,46222,389884,359434,30450,48017,27168,148879,18074,0.5246,35.7,369333,333,14992,19336,37453,27652,23420,44910,40482,32867,17669,13609,963,"Congressional District 5 (114th Congress), Georgia",13,05,GA,GA-05-2016,83.1,15.8,85.0,11.9
729643,364191,365452,37.6,27494,509164,95974,80651,6904,4272,6428,3579,49652,561936,91205,155313,189901,147751,33477,179034,23799,84023,400521,379720,20801,83844,41170,62661,40743,0.4688,42.2,380302,1485,19982,27948,36293,14435,40575,28263,34860,29022,9238,17779,1175,"Congressional District 6 (114th Congress), Georgia",13,06,GA,GA-06-2016,37.5,60.8,46.8,48.3
804318,394646,409672,35.1,34261,457857,165573,104386,2313,7064,8732,5358,77541,587399,109070,202957,228215,151843,55625,135792,17230,57881,416937,392771,24166,69201,31464,84991,17577,0.4268,41.1,392794,835,34313,36902,48805,14270,32053,28365,33615,31589,11306,13726,1107,"Congressional District 7 (114th Congress), Georgia",13,07,GA,GA-07-2016,38.3,60.2,44.8,51.1
702584,340020,362564,36.8,52081,451572,209404,12557,1240,2114,6511,204,29934,662048,21351,32124,170426,120474,75161,52899,9882,20502,308291,284086,24205,42582,23245,146954,5233,0.4802,39.9,285665,10161,14041,34508,36656,14484,11209,27530,37817,18677,28030,3528,757,"Congressional District 8 (114th Congress), Georgia",13,08,GA,GA-08-2016,37.5,61.6,34.4,63.3
719802,353592,366210,40.9,48497,624130,53453,9185,1494,1561,2490,206,63759,653467,42175,60634,166330,150333,84901,69513,11333,27716,320162,303918,16244,48837,24435,114745,9019,0.4632,41.7,305772,6699,25415,48064,40010,13790,15018,26118,35860,21669,12512,4774,791,"Congressional District 9 (114th Congress), Georgia",13,09,GA,GA-09-2016,20.5,78.1,19.3,77.8
726265,355550,370715,36.4,42063,501416,186552,12462,984,777,3551,0,21043,680034,22275,39231,170885,130479,68429,69311,12850,23269,328405,308366,20039,49033,23517,129342,7841,0.4835,40.0,311276,4909,20317,31041,43230,18636,13404,40623,32621,25036,12974,6066,792,"Congressional District 10 (114th Congress), Georgia",13,10,GA,GA-10-2016,36.3,62.5,35.8,61.3
744746,363642,381104,36.6,42887,546130,118256,27750,2135,2313,8710,2722,45757,641247,55520,92760,178883,148980,50427,133102,16265,55251,399058,379717,19341,69662,32229,74550,21075,0.4748,39.9,381709,2059,27891,38262,46729,17822,28465,34413,38293,26935,14131,14202,1043,"Congressional District 11 (114th Congress), Georgia",13,11,GA,GA-11-2016,31.5,66.9,35.3,60.3
713146,351128,362018,35.2,55240,418868,249871,11044,1234,1244,5790,655,31397,677180,15361,27127,172602,114779,79340,57784,12481,18061,301093,279501,21592,42336,22116,148012,6229,0.4762,38.5,280814,6866,21985,33241,36576,16804,11403,29794,41240,20304,16586,3773,736,"Congressional District 12 (114th Congress), Georgia",13,12,GA,GA-12-2016,43.6,55.4,40.7,56.9
755256,358195,397061,35.6,53198,245120,441129,18040,204,1732,12525,5326,50736,659053,46726,83847,203078,117125,57400,90239,11942,34818,384207,352910,31297,52761,27053,127160,6905,0.4225,40.7,352950,1661,25853,25342,40803,34461,19523,32204,40674,28762,20438,9293,949,"Congressional District 13 (114th Congress), Georgia",13,13,GA,GA-13-2016,69.2,30.0,71.0,26.6
704108,345201,358907,37.4,41248,593095,60842,8957,1309,1953,1855,548,58563,654020,29026,45153,175376,130034,92721,49149,9279,17695,333893,316009,17884,46378,23691,104122,5394,0.4441,40.0,318232,2774,21019,73092,36896,17954,13155,24896,36523,20234,11974,4921,707,"Congressional District 14 (114th Congress), Georgia",13,14,GA,GA-14-2016,25.3,73.2,22.1,75.0
705773,358607,347166,38.6,54526,134281,17215,348082,901,1167,19341,374,14611,514189,67899,161051,139531,115941,50107,113293,15845,36756,361292,347331,13961,77156,33116,57898,20143,0.4305,39.3,350962,1481,23240,12173,40647,21282,23913,28866,42250,47782,33511,6107,1552,"Congressional District 1 (114th Congress), Hawaii",15,01,HI,HI-01-2016,69.7,29.0,63.1,30.5
725830,366028,359802,36.9,52943,237971,12429,183186,2998,908,26399,1180,31365,615955,39030,92363,171675,116510,39888,91740,13100,25991,341893,321996,19897,70420,31204,90086,12799,0.4372,39.4,324252,8163,30302,7874,36889,17479,22220,29874,31473,42966,27568,5165,1446,"Congressional District 2 (114th Congress), Hawaii",15,02,HI,HI-02-2016,71.4,26.7,61.4,29.6
849601,425632,423969,37.9,66325,777966,3730,8604,13886,834,3239,0,76131,802813,25128,40083,213862,167773,53262,95419,17028,26252,390498,367640,22858,48216,24900,122380,6665,0.4468,40.1,370718,15321,26412,37541,44992,17630,21185,33744,53028,25729,18149,6022,792,"Congressional District 1 (114th Congress), Idaho",16,01,ID,ID-01-2016,32.2,64.9,25.4,63.7
805329,401187,404142,33.7,53081,736438,5098,12541,9630,607,1133,48,97957,743641,33327,54281,218319,153080,53272,94147,16325,26835,389904,371534,18370,48363,22840,123171,9179,0.4583,37.9,373510,23528,22775,33060,43613,18813,15995,36087,51076,29955,17305,7273,756,"Congressional District 2 (114th Congress), Idaho",16,02,ID,ID-02-2016,33.1,64.1,29.8,54.5
717447,332384,385063,38.0,33542,292962,366000,12527,2297,588,3955,219,62282,656204,27316,56655,168985,92655,54138,75807,11742,29143,342089,297893,44196,48295,25564,132020,9473,0.4874,41.1,299695,489,16171,21641,33259,26192,23041,33571,44705,20244,17156,5350,907,"Congressional District 1 (114th Congress), Illinois",17,01,IL,IL-01-2016,78.9,20.2,75.4,21.4
702674,330370,372304,38.3,33385,259279,396854,5497,775,201,5393,87,82973,643522,28367,53180,166838,89845,55466,67843,13228,22367,336827,287722,49105,44353,25211,138488,5889,0.4793,41.4,290095,1081,13015,31121,32569,26020,19405,27294,51927,18843,13379,5569,890,"Congressional District 2 (114th Congress), Illinois",17,02,IL,IL-02-2016,80.7,18.5,78.0,19.1
727484,356789,370695,37.2,26955,529421,37220,29663,1946,2130,15214,461,210079,568174,79278,150733,181723,129455,67428,81661,14292,30341,364449,340370,24079,61772,30012,78892,14439,0.4469,40.7,341262,1087,25236,36221,37807,29778,23133,26938,42338,25412,13663,4821,940,"Congressional District 3 (114th Congress), Illinois",17,03,IL,IL-03-2016,55.9,42.6,55.2,39.9
708172,356223,351949,32.2,10412,420639,29621,25022,4476,2890,59378,1448,385408,443867,158486,239905,184552,96036,124831,71248,9866,19703,369667,343519,26148,46805,23543,144479,6182,0.4497,36.4,343803,1056,20652,51153,33161,19229,17810,23539,37002,45376,7274,5607,922,"Congressional District 4 (114th Congress), Illinois",17,04,IL,IL-04-2016,80.9,17.1,82.1,13.2
735985,362417,373568,35.2,20188,605720,22789,46413,2254,3935,25969,486,91100,563274,67132,158768,141881,127735,47643,164585,23083,67549,441023,421114,19909,76963,41557,66379,37537,0.4911,36.1,423185,346,20082,33244,37504,21407,44423,37730,49530,25638,15758,12368,1209,"Congressional District 5 (114th Congress), Illinois",17,05,IL,IL-05-2016,66.0,31.8,70.5,23.9
726447,357947,368500,40.7,27492,605574,21840,63302,1535,1321,6131,190,67680,607175,44640,111047,171384,159244,27452,145832,21692,63474,395181,377890,17291,93474,40951,46245,37977,0.4460,43.4,379280,923,18349,49119,38461,18955,36443,34588,43624,22813,8710,9675,1185,"Congressional District 6 (114th Congress), Illinois",17,06,IL,IL-06-2016,45.1,53.3,50.2,43.2
721321,342955,378366,34.3,20089,254369,352801,55638,1246,2115,13358,633,73053,612298,63248,98687,144202,81688,69656,107445,16265,48661,368823,331278,37545,51346,27180,162249,28670,0.5759,36.2,335417,753,8810,27280,27808,22834,33971,33288,52065,23877,11425,6681,1055,"Congressional District 7 (114th Congress), Illinois",17,07,IL,IL-07-2016,87.2,11.8,87.4,9.2
710467,356592,353875,37.4,23487,465938,32592,98653,2295,2138,9226,0,163459,490441,107795,210271,165721,135920,74288,112613,14680,40830,401858,380215,21643,67079,31037,58783,11623,0.4050,40.5,380785,1129,20760,58894,45725,28231,23553,25309,40422,31642,8207,6745,1124,"Congressional District 8 (114th Congress), Illinois",17,08,IL,IL-08-2016,57.4,40.9,58.1,36.4
722268,355623,366645,40.2,22027,522236,61842,96592,1154,2987,7581,899,54819,511121,82621,199557,145306,134042,48707,154530,22987,56294,377492,357276,20216,66202,33686,91759,32517,0.5267,41.1,360866,771,14415,28893,35303,17626,33210,42920,48563,25096,9601,10012,1035,"Congressional District 9 (114th Congress), Illinois",17,09,IL,IL-09-2016,65.0,33.3,70.1,24.9
714251,356761,357490,37.9,30500,547767,50442,74860,1063,547,8832,1120,136003,535836,86845,170827,179452,142953,49855,121322,18561,51973,368193,347794,20399,77031,32831,71051,32431,0.5012,41.4,349179,622,16399,53371,41458,13757,27315,26163,40707,20069,10363,5280,1111,"Congressional District 10 (114th Congress), Illinois",17,10,IL,IL-10-2016,57.5,41.1,62.0,32.6
729611,356274,373337,35.3,28210,479801,80958,54540,1272,2524,9347,809,175533,576257,76656,146493,194057,132129,64663,99100,17677,35900,389380,368912,20468,67065,30561,83107,17388,0.4368,39.8,369956,1959,21168,45045,45890,24983,25861,31277,45870,29762,9902,10497,1138,"Congressional District 11 (114th Congress), Illinois",17,11,IL,IL-11-2016,57.8,40.6,58.9,35.4
699369,343128,356241,39.1,55712,549043,120327,8126,1764,380,1556,22,17267,674028,10431,18908,155504,123670,48550,66151,12818,20414,331014,304504,26510,46803,26008,111504,8134,0.4637,40.4,306069,5869,18022,34497,35021,18428,17466,31375,48444,25065,17750,4148,722,"Congressional District 12 (114th Congress), Illinois",17,12,IL,IL-12-2016,49.7,48.1,40.2,55.0
706596,345872,360724,36.5,46820,569123,80031,28286,952,711,1695,150,13260,663706,22914,35934,141949,121750,36746,82594,15611,24876,342118,321113,21005,50211,26114,123413,9866,0.4779,37.7,327853,7253,16302,32469,33813,16381,21122,47240,47659,30396,16539,5493,774,"Congressional District 13 (114th Congress), Illinois",17,13,IL,IL-13-2016,48.6,48.9,44.2,49.7
728436,361456,366980,39.1,31190,637842,24656,34355,341,1541,7444,443,63353,658249,26339,65564,186286,160541,28363,119936,21090,46951,396052,379609,16443,86050,37284,45467,23542,0.4065,43.1,380665,3294,26207,58315,45298,18207,28008,32883,45179,20067,11251,7189,1129,"Congressional District 14 (114th Congress), Illinois",17,14,IL,IL-14-2016,44.2,54.2,44.8,48.7
703653,351205,352448,39.9,47402,654976,31788,4294,769,92,3372,72,14232,687000,6350,11716,158660,142744,53014,63403,12072,16814,335302,315828,19474,49136,27025,91746,5622,0.4315,40.3,317256,15566,19890,50003,36977,17789,16117,28990,50166,19521,12066,4548,628,"Congressional District 15 (114th Congress), Illinois",17,15,IL,IL-15-2016,34.1,63.9,24.5,70.7
701275,349470,351805,40.2,46636,627129,28294,9544,2275,978,3255,0,57588,660929,20792,37686,159473,141673,48908,66802,13909,18507,355054,330254,24800,56180,27432,84353,7834,0.4222,41.3,331962,10274,19831,54639,42485,21559,15316,30640,46786,20490,11891,3979,777,"Congressional District 16 (114th Congress), Illinois",17,16,IL,IL-16-2016,45.2,52.9,38.3,55.5
691375,341122,350253,40.1,46299,567487,81708,8909,1108,947,2813,29,54389,652445,22328,34894,153122,120810,59210,57462,9506,17557,335557,309000,26557,45731,25300,106780,4729,0.4415,40.8,313461,5772,17758,54525,40073,19623,13167,25331,47524,23543,12279,4392,648,"Congressional District 17 (114th Congress), Illinois",17,17,IL,IL-17-2016,57.6,40.6,46.7,47.4
713164,353847,359317,39.9,48578,649373,24861,18015,1270,596,2640,0,12946,684286,14376,25331,161090,152650,32684,99363,17613,31062,359877,342747,17130,61544,31791,66543,14800,0.4430,41.1,345735,10938,17493,40934,38837,15443,33872,32364,50840,18910,18824,5648,724,"Congressional District 18 (114th Congress), Illinois",17,18,IL,IL-18-2016,37.4,60.7,33.3,60.6
716495,350730,365765,38.7,39252,498774,134039,10157,1167,920,18607,663,80962,664907,17496,43588,169029,122534,54187,71606,16776,23984,341905,314515,27390,52256,27103,110145,9530,0.4438,41.0,316239,1421,20489,54041,39586,20140,14232,26826,47531,21427,10415,3352,841,"Congressional District 1 (114th Congress), Indiana",18,01,IN,IN-01-2016,61.2,37.4,54.1,41.5
725415,359281,366134,37.5,39100,627718,48564,11147,1989,1723,3082,593,54395,680109,24800,38580,180868,133940,71485,61859,11106,21787,341605,323681,17924,48654,25350,104228,6915,0.4391,40.4,328483,5458,16528,90052,35570,12736,13292,32657,40059,19150,10030,5545,705,"Congressional District 2 (114th Congress), Indiana",18,02,IN,IN-02-2016,42.1,56.1,36.1,59.3
735864,360680,375184,36.8,39643,646878,42659,14313,2261,608,3326,432,33929,700730,17229,31240,190018,146312,59685,70794,13245,25476,365938,349076,16862,50690,26720,87850,8480,0.4431,40.0,351477,7114,20224,90993,39108,13810,21262,25295,44900,22733,6829,5792,697,"Congressional District 3 (114th Congress), Indiana",18,03,IN,IN-03-2016,35.7,62.5,30.1,65.1
747601,373810,373791,36.3,46248,667522,27370,21284,1934,601,959,329,33331,698683,31363,44137,172960,142628,45850,79426,17233,26947,376072,357983,18089,54897,27107,87583,8416,0.4233,38.9,365281,7413,21052,72927,39953,20580,16088,42009,45759,26102,11159,5513,753,"Congressional District 4 (114th Congress), Indiana",18,04,IN,IN-04-2016,36.9,60.9,30.2,64.3
760212,369842,390370,37.9,38730,643033,64798,25061,610,786,2943,179,20924,716297,21016,39521,186290,156070,37026,141164,26895,55397,405791,388555,17236,65165,33026,68490,25205,0.4765,40.7,391529,3564,19714,47111,42589,14587,31991,38862,54659,26506,13880,9838,867,"Congressional District 5 (114th Congress), Indiana",18,05,IN,IN-05-2016,40.7,57.5,41.3,53.1
721380,354333,367047,40.4,47091,672439,19186,10117,2045,0,1329,93,13094,702637,10918,16014,161094,142240,54531,60201,14380,17418,351054,332601,18453,50588,25626,98300,6058,0.4308,41.1,336128,6290,20656,76104,38420,14897,14188,27854,46216,23641,11632,3204,715,"Congressional District 6 (114th Congress), Indiana",18,06,IN,IN-06-2016,37.3,60.4,27.4,67.7
749776,362258,387518,33.4,39174,461749,218178,22464,2599,501,3992,1312,54245,675717,50137,67328,194327,87174,85245,72579,11520,20701,375319,341748,33571,37939,22988,174070,4195,0.4611,37.4,343787,969,20462,37611,47402,27374,19783,26463,40792,33385,13165,5835,784,"Congressional District 7 (114th Congress), Indiana",18,07,IN,IN-07-2016,62.9,35.3,59.0,36.2
720955,358780,362175,39.6,49740,663238,29119,6903,1201,519,991,0,11365,703924,9532,14827,160229,141602,58227,60558,14055,18309,347102,329931,17171,47134,24687,105880,7036,0.4495,40.5,334109,9820,23450,64712,35593,15922,15516,24655,46558,26044,12964,5269,670,"Congressional District 8 (114th Congress), Indiana",18,08,IN,IN-08-2016,39.6,58.4,30.9,64.6
741982,363375,378607,37.3,50919,678343,21747,17218,1898,1522,1880,116,16635,711400,15708,26073,164919,141058,47900,79036,16111,24843,367188,347956,19232,52041,26443,96635,7737,0.4339,39.1,352933,4099,22154,60272,41777,17805,20044,34178,48410,28051,12842,6832,777,"Congressional District 9 (114th Congress), Indiana",18,09,IN,IN-09-2016,40.7,57.2,34.2,61.1
771888,383124,388764,38.9,50417,700787,28817,10272,2844,305,845,227,23019,742179,15318,25132,177501,158481,39601,89343,13273,27363,405368,391504,13864,55645,28987,82315,9511,0.4312,40.2,400049,14906,23328,73669,50085,18802,23367,38183,56577,22445,9327,8104,663,"Congressional District 1 (114th Congress), Iowa",19,01,IA,IA-01-2016,56.2,42.5,45.2,48.7
778329,387047,391282,38.1,49832,699043,31361,18137,1107,168,2986,120,30871,736743,24355,36668,176974,153701,41517,85009,16146,27919,402458,384041,18417,52166,27417,102103,9106,0.4424,39.9,390223,11456,24822,70242,44674,16329,20821,42301,62274,24485,11153,5694,730,"Congressional District 2 (114th Congress), Iowa",19,02,IA,IA-02-2016,55.8,42.7,45.0,49.1
812464,399897,412567,36.7,48102,723549,33732,24515,3677,534,1004,54,44473,753904,30825,53409,203411,159102,47254,118712,17286,44201,437092,417410,19682,59433,31439,90504,14440,0.4451,39.9,422482,9651,29357,44437,48140,20705,54146,33942,60329,24217,14784,7838,793,"Congressional District 3 (114th Congress), Iowa",19,03,IA,IA-03-2016,51.4,47.2,45.0,48.5
761218,379221,381997,38.9,48403,703293,12700,15581,3926,499,933,0,37842,725360,22538,33512,170867,156720,43293,83971,12396,21433,392215,378391,13824,51259,26552,92492,8582,0.4326,39.6,387139,24648,23502,63545,43728,18239,19066,42206,52191,24258,12596,5868,661,"Congressional District 4 (114th Congress), Iowa",19,04,IA,IA-04-2016,45.3,53.4,33.5,60.9
715330,363813,351517,35.3,45333,623232,21759,12362,4899,1027,2127,326,97266,648162,41457,59352,171696,140382,55339,72958,13061,21049,354026,337750,16276,48559,25881,93868,6363,0.4265,37.3,341960,28463,23657,41624,36761,14771,15098,38485,47506,22391,15219,6158,725,"Congressional District 1 (114th Congress), Kansas",20,01,KS,KS-01-2016,27.6,70.1,24.3,69.3
715752,352284,363468,37.1,52246,625863,31469,11459,11640,748,3693,8,39220,687970,15342,22827,165703,137512,41848,79705,14812,24669,348819,331688,17131,50087,26024,110008,8025,0.4525,38.8,337507,9262,22691,35227,38673,17865,21416,41651,51091,22835,19889,4774,723,"Congressional District 2 (114th Congress), Kansas",20,02,KS,KS-02-2016,42.2,55.4,37.4,55.8
755396,371508,383888,36.5,40373,612722,64708,34407,2261,1191,2093,506,68743,674583,47101,74042,195164,151481,37155,148970,26510,61238,410347,393287,17060,71742,35768,66086,22864,0.4672,40.2,394038,2243,22409,34336,42546,17473,35977,30474,55080,22125,15361,12884,921,"Congressional District 3 (114th Congress), Kansas",20,03,KS,KS-03-2016,44.3,53.8,47.2,46.0
725163,361619,363544,36.1,46939,603982,54173,25993,8241,534,3517,0,73844,669490,24710,49499,187671,131258,49412,82862,16005,28149,358265,342129,16136,51427,27781,98917,9096,0.4477,40.1,343564,8399,24251,61456,40329,14946,15230,33026,48956,24337,10385,6099,741,"Congressional District 4 (114th Congress), Kansas",20,04,KS,KS-04-2016,36.1,61.6,33.0,60.2
723466,355756,367710,40.1,45562,647190,52556,3409,1686,496,3249,53,12343,706349,7220,13412,163350,141415,76522,47235,11514,13938,307624,288863,18761,40358,21692,129351,4826,0.4658,40.0,291481,13560,18324,51158,36161,18213,10235,28278,37967,18567,13357,3114,630,"Congressional District 1 (114th Congress), Kentucky",21,01,KY,KY-01-2016,32.1,66.4,23.9,72.4
747645,366434,381211,38.5,54810,666454,42124,10428,1813,353,3893,180,13511,716397,16281,24668,175378,149943,72784,58493,13860,19374,347972,325341,22631,46401,23380,118097,6141,0.4506,39.6,330213,7309,22793,58567,38781,20025,17726,28564,42095,24092,13516,6487,682,"Congressional District 2 (114th Congress), Kentucky",21,02,KY,KY-02-2016,35.1,63.3,27.6,67.5
742828,358379,384449,38.0,46792,537232,157930,18997,1715,9923,3822,613,14734,684927,29407,50335,166606,118987,50452,99041,17822,41231,384966,362042,22924,50450,27346,111963,11986,0.4742,39.2,364911,2106,17967,42282,40054,26974,28485,30741,58510,30324,10850,6082,789,"Congressional District 3 (114th Congress), Kentucky",21,03,KY,KY-03-2016,55.7,42.8,54.9,39.9
750449,374447,376002,38.6,51896,692782,26388,9385,571,465,1501,277,14344,723969,13404,23369,181783,145165,59220,83804,16548,31630,369965,351096,18869,55744,27833,98931,13301,0.4672,40.6,352096,6075,18577,48428,42072,23496,24246,26377,49247,28874,15633,6281,764,"Congressional District 4 (114th Congress), Kentucky",21,04,KY,KY-04-2016,34.8,63.4,29.3,65.2
707534,353116,354418,40.9,38204,684736,10647,2235,1456,236,1081,0,4115,700653,2946,5017,156954,137583,118819,32983,8377,8450,251512,226408,25104,31339,17724,197179,3447,0.4916,40.1,228857,9608,14252,23977,32494,11435,8587,27136,39136,17580,10930,3572,558,"Congressional District 5 (114th Congress), Kentucky",21,05,KY,KY-05-2016,23.2,75.0,17.5,79.6
753170,366760,386410,36.9,44196,637318,66073,15172,1673,774,3295,139,22227,706926,29882,40535,166512,135027,66167,85309,17797,28700,377515,355733,21782,49531,25636,138534,10559,0.4762,37.9,361409,10380,20272,50939,46305,13222,14045,38859,50004,30774,21180,4858,741,"Congressional District 6 (114th Congress), Kentucky",21,06,KY,KY-06-2016,42.2,55.8,39.4,54.7
806140,391300,414840,38.1,44826,639098,113677,16486,8682,5161,3535,870,18102,746546,31402,53554,184451,143794,69107,106605,21627,38284,401848,378717,23131,54677,28065,123258,15418,0.4767,40.3,380447,10860,33287,23283,42360,20766,26312,33896,48056,36541,18539,6018,896,"Congressional District 1 (114th Congress), Louisiana",22,01,LA,LA-01-2016,26.9,70.9,26.7,68.7
791393,379769,411624,35.6,34120,257161,478785,24074,1699,1123,3471,3758,11510,736909,27983,48880,182020,91823,96048,76900,13904,23288,384787,349487,35300,37856,22438,184592,6316,0.4972,38.5,351121,5808,29800,23308,39738,19617,15310,29446,48655,41242,20135,5274,871,"Congressional District 2 (114th Congress), Louisiana",22,02,LA,LA-02-2016,75.8,22.8,74.6,22.2
782417,382863,399554,35.7,42094,550483,190762,12544,3294,1610,2720,418,14917,754971,16137,23652,194869,136044,86659,71436,16134,20831,376885,349834,27051,46766,23809,143661,12448,0.4925,38.7,351520,30496,23484,31339,42727,14757,14348,31604,49511,28981,14306,3709,733,"Congressional District 3 (114th Congress), Louisiana",22,03,LA,LA-03-2016,32.3,66.1,29.2,67.3
758913,375798,383115,36.5,56034,461445,259324,7696,5157,1022,1785,67,19550,734128,8748,17822,187130,124975,76091,62669,14535,20044,316191,292728,23463,40689,22387,162672,7699,0.4900,39.3,292917,17943,20920,22727,33644,15187,14215,26468,44866,19736,19416,4666,731,"Congressional District 4 (114th Congress), Louisiana",22,04,LA,LA-04-2016,39.7,59.0,36.6,60.6
746021,373657,372364,37.3,41818,459743,269584,3129,1858,942,1070,171,10563,733361,7551,10722,178921,112055,93595,55654,10909,14579,303737,279103,24634,35321,20026,172390,6350,0.5004,39.6,280960,12159,21003,18449,34151,14886,12949,26648,50657,21182,18920,6179,653,"Congressional District 5 (114th Congress), Louisiana",22,05,LA,LA-05-2016,37.7,61.0,34.1,63.5
785840,382912,402928,35.2,40919,546763,190243,17110,1955,2352,3395,343,16184,749281,18254,31739,188794,137813,55270,97475,17359,31659,398042,378602,19440,60440,30331,103373,14660,0.4566,38.1,380847,8159,32690,40398,41205,18755,22530,39914,51821,22957,19202,6856,915,"Congressional District 6 (114th Congress), Louisiana",22,06,LA,LA-06-2016,32.0,66.1,31.0,64.8
